Lat	Lon	Area_ha	S	N	min_DBH_cm	Tree_def	Notes	Numerical_ID	Plot_ID	Dataset	Ref_short	Ref_long
-41.47	175.3	0.04	1	NA	NA	trees	This is one of 50 randomly selected New Zealand plots that all lay in national parks.	989	NZ5967	NZ_NFI	Wiser 2016	Wiser (2016) New Zealand forest plot data in global forest biodiversity dataset. Landcare Research NZ Ltd. 
-43.2	170.25	0.04	7	NA	NA	trees	This is one of 50 randomly selected New Zealand plots that all lay in national parks.	990	NZ3915	NZ_NFI	Wiser 2016	Wiser (2016) New Zealand forest plot data in global forest biodiversity dataset. Landcare Research NZ Ltd. 
-47.06	168.2	0.04	2	NA	NA	trees	This is one of 50 randomly selected New Zealand plots that all lay in national parks.	991	NZ4695	NZ_NFI	Wiser 2016	Wiser (2016) New Zealand forest plot data in global forest biodiversity dataset. Landcare Research NZ Ltd. 
-40.71	175.35	0.04	7	NA	NA	trees	This is one of 50 randomly selected New Zealand plots that all lay in national parks.	992	NZ5025	NZ_NFI	Wiser 2016	Wiser (2016) New Zealand forest plot data in global forest biodiversity dataset. Landcare Research NZ Ltd. 
-43.07	171.59	0.04	1	NA	NA	trees	This is one of 50 randomly selected New Zealand plots that all lay in national parks.	993	NZ5793	NZ_NFI	Wiser 2016	Wiser (2016) New Zealand forest plot data in global forest biodiversity dataset. Landcare Research NZ Ltd. 
-41.94	171.77	0.04	14	NA	NA	trees	This is one of 50 randomly selected New Zealand plots that all lay in national parks.	994	NZ6692	NZ_NFI	Wiser 2016	Wiser (2016) New Zealand forest plot data in global forest biodiversity dataset. Landcare Research NZ Ltd. 
-42.71	172.44	0.04	1	NA	NA	trees	This is one of 50 randomly selected New Zealand plots that all lay in national parks.	995	NZ4336	NZ_NFI	Wiser 2016	Wiser (2016) New Zealand forest plot data in global forest biodiversity dataset. Landcare Research NZ Ltd. 
-40.76	175.37	0.04	9	NA	NA	trees	This is one of 50 randomly selected New Zealand plots that all lay in national parks.	996	NZ4643	NZ_NFI	Wiser 2016	Wiser (2016) New Zealand forest plot data in global forest biodiversity dataset. Landcare Research NZ Ltd. 
-42.74	171.77	0.04	4	NA	NA	trees	This is one of 50 randomly selected New Zealand plots that all lay in national parks.	997	NZ4158	NZ_NFI	Wiser 2016	Wiser (2016) New Zealand forest plot data in global forest biodiversity dataset. Landcare Research NZ Ltd. 
-39.15	175.9	0.04	5	NA	NA	trees	This is one of 50 randomly selected New Zealand plots that all lay in national parks.	998	NZ3511	NZ_NFI	Wiser 2016	Wiser (2016) New Zealand forest plot data in global forest biodiversity dataset. Landcare Research NZ Ltd. 
-37.89	176.74	0.04	11	NA	NA	trees	This is one of 50 randomly selected New Zealand plots that all lay in national parks.	999	NZ6165	NZ_NFI	Wiser 2016	Wiser (2016) New Zealand forest plot data in global forest biodiversity dataset. Landcare Research NZ Ltd. 
-46.97	167.92	0.04	7	NA	NA	trees	This is one of 50 randomly selected New Zealand plots that all lay in national parks.	1000	NZ6614	NZ_NFI	Wiser 2016	Wiser (2016) New Zealand forest plot data in global forest biodiversity dataset. Landcare Research NZ Ltd. 
-45.7	167.35	0.04	2	NA	NA	trees	This is one of 50 randomly selected New Zealand plots that all lay in national parks.	1001	NZ5559	NZ_NFI	Wiser 2016	Wiser (2016) New Zealand forest plot data in global forest biodiversity dataset. Landcare Research NZ Ltd. 
-45.73	167.32	0.04	4	NA	NA	trees	This is one of 50 randomly selected New Zealand plots that all lay in national parks.	1002	NZ5508	NZ_NFI	Wiser 2016	Wiser (2016) New Zealand forest plot data in global forest biodiversity dataset. Landcare Research NZ Ltd. 
-39.22	174.04	0.04	8	NA	NA	trees	This is one of 50 randomly selected New Zealand plots that all lay in national parks.	1003	NZ6536	NZ_NFI	Wiser 2016	Wiser (2016) New Zealand forest plot data in global forest biodiversity dataset. Landcare Research NZ Ltd. 
-45.44	168.01	0.04	5	NA	NA	trees	This is one of 50 randomly selected New Zealand plots that all lay in national parks.	1004	NZ6943	NZ_NFI	Wiser 2016	Wiser (2016) New Zealand forest plot data in global forest biodiversity dataset. Landcare Research NZ Ltd. 
-45	167.56	0.04	12	NA	NA	trees	This is one of 50 randomly selected New Zealand plots that all lay in national parks.	1005	NZ4554	NZ_NFI	Wiser 2016	Wiser (2016) New Zealand forest plot data in global forest biodiversity dataset. Landcare Research NZ Ltd. 
-41.88	172.89	0.04	1	NA	NA	trees	This is one of 50 randomly selected New Zealand plots that all lay in national parks.	1006	NZ5371	NZ_NFI	Wiser 2016	Wiser (2016) New Zealand forest plot data in global forest biodiversity dataset. Landcare Research NZ Ltd. 
-41.83	173.15	0.04	1	NA	NA	trees	This is one of 50 randomly selected New Zealand plots that all lay in national parks.	1007	NZ5458	NZ_NFI	Wiser 2016	Wiser (2016) New Zealand forest plot data in global forest biodiversity dataset. Landcare Research NZ Ltd. 
-42.03	172.79	0.04	1	NA	NA	trees	This is one of 50 randomly selected New Zealand plots that all lay in national parks.	1008	NZ5469	NZ_NFI	Wiser 2016	Wiser (2016) New Zealand forest plot data in global forest biodiversity dataset. Landcare Research NZ Ltd. 
-41.16	172.62	0.04	1	NA	NA	trees	This is one of 50 randomly selected New Zealand plots that all lay in national parks.	1009	NZ4263	NZ_NFI	Wiser 2016	Wiser (2016) New Zealand forest plot data in global forest biodiversity dataset. Landcare Research NZ Ltd. 
-41.59	172.16	0.04	17	NA	NA	trees	This is one of 50 randomly selected New Zealand plots that all lay in national parks.	1010	NZ6638	NZ_NFI	Wiser 2016	Wiser (2016) New Zealand forest plot data in global forest biodiversity dataset. Landcare Research NZ Ltd. 
-43.12	171.65	0.04	1	NA	NA	trees	This is one of 50 randomly selected New Zealand plots that all lay in national parks.	1011	NZ5854	NZ_NFI	Wiser 2016	Wiser (2016) New Zealand forest plot data in global forest biodiversity dataset. Landcare Research NZ Ltd. 
-46.82	168.04	0.04	6	NA	NA	trees	This is one of 50 randomly selected New Zealand plots that all lay in national parks.	1012	NZ3793	NZ_NFI	Wiser 2016	Wiser (2016) New Zealand forest plot data in global forest biodiversity dataset. Landcare Research NZ Ltd. 
-41.46	173.47	0.04	5	NA	NA	trees	This is one of 50 randomly selected New Zealand plots that all lay in national parks.	1013	NZ5147	NZ_NFI	Wiser 2016	Wiser (2016) New Zealand forest plot data in global forest biodiversity dataset. Landcare Research NZ Ltd. 
-41.81	172.91	0.04	1	NA	NA	trees	This is one of 50 randomly selected New Zealand plots that all lay in national parks.	1014	NZ5354	NZ_NFI	Wiser 2016	Wiser (2016) New Zealand forest plot data in global forest biodiversity dataset. Landcare Research NZ Ltd. 
-39.08	175.68	0.04	6	NA	NA	trees	This is one of 50 randomly selected New Zealand plots that all lay in national parks.	1015	NZ6108	NZ_NFI	Wiser 2016	Wiser (2016) New Zealand forest plot data in global forest biodiversity dataset. Landcare Research NZ Ltd. 
-42.16	171.86	0.04	6	NA	NA	trees	This is one of 50 randomly selected New Zealand plots that all lay in national parks.	1016	NZ6452	NZ_NFI	Wiser 2016	Wiser (2016) New Zealand forest plot data in global forest biodiversity dataset. Landcare Research NZ Ltd. 
-38.45	175.6	0.04	10	NA	NA	trees	This is one of 50 randomly selected New Zealand plots that all lay in national parks.	1017	NZ4064	NZ_NFI	Wiser 2016	Wiser (2016) New Zealand forest plot data in global forest biodiversity dataset. Landcare Research NZ Ltd. 
-41.06	172.52	0.04	2	NA	NA	trees	This is one of 50 randomly selected New Zealand plots that all lay in national parks.	1018	NZ4410	NZ_NFI	Wiser 2016	Wiser (2016) New Zealand forest plot data in global forest biodiversity dataset. Landcare Research NZ Ltd. 
48.06667	11.5	0.1	21	248	2.5	trees and lianas	NA	1019	allacher	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-3.95	-73.42	0.1	276	403	2.5	trees and lianas	NA	1020	allpahua	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-2.5	-54.97	0.1	34	164	2.5	trees and lianas	NA	1021	alterdoc	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
10.92	-73.83	0.1	87	320	2.5	trees and lianas	NA	1022	altodemi	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
7.17	-75.9	0.1	64	391	2.5	trees and lianas	NA	1023	altosapa	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-4.15	-80.62	0.1	54	395	2.5	trees and lianas	NA	1024	amotape	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
3.75	-76.83	0.1	143	412	2.5	trees and lianas	NA	1025	anchicay	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-16.32	46.82	0.1	96	436	2.5	trees and lianas	NA	1026	ankarif	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
7.25	-75.92	0.1	162	378	2.5	trees and lianas	NA	1027	antado	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-0.42	-72.33	0.1	265	457	2.5	trees and lianas	NA	1028	araracua	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
11.3	76.58	0.1	69	454	2.5	trees and lianas	NA	1029	avalanch	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
38.53	-90.67	0.1	23	149	2.5	trees and lianas	NA	1030	bablersp	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-5.17	145.8	0.1	147	286	2.5	trees and lianas	NA	1031	baitete	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
1.707	110.467	0.1	137	353	2.5	trees and lianas	NA	1032	bakosar	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
40.05	-81.03	0.1	23	142	2.5	trees and lianas	NA	1033	bankamp	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
5	9.17	0.1	197	456	2.5	trees and lianas	NA	1034	banyong	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-1.5	-47.98	0.1	129	307	2.5	trees and lianas	NA	1035	belem	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
15.33	-92.25	0.1	30	261	2.5	trees and lianas	NA	1036	benito	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
5.5	-58.08333	0.1	101	259	2.5	trees and lianas	NA	1037	berbicer	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-23.63	44.57	0.1	31	310	2.5	trees and lianas	NA	1038	beza1	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-23.63	44.57	0.1	40	429	2.5	trees and lianas	NA	1039	beza2	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
0.62	-79.85	0.1	121	282	2.5	trees and lianas	NA	1040	bilsa	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
8.57	-67.58	0.1	65	306	2.5	trees and lianas	NA	1041	blohmr	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-23.38	-46	0.1	124	434	2.5	trees and lianas	NA	1042	boraceia	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
19.5	-96.95	0.1	42	303	2.5	trees and lianas	NA	1043	bosquede	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-20.38	57.43	0.1	76	1010	2.5	trees and lianas	NA	1044	brisefer	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
38.95	-77.17	0.1	23	163	2.5	trees and lianas	NA	1045	burling	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-10.33	-75.3	0.1	153	323	2.5	trees and lianas	NA	1046	cabezade	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
3.92	-77	0.1	263	503	2.5	trees and lianas	NA	1047	calima	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-22.93	-43.37	0.1	157	368	2.5	trees and lianas	NA	1048	camorin	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
11.133	-74.01667	0.1	106	404	2.5	trees and lianas	NA	1049	campano	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-13.5	-69.83	0.1	236	445	2.5	trees and lianas	NA	1050	candamo	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-2	-79.97	0.1	60	227	2.5	trees and lianas	NA	1051	capeira	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-5.5	-51	0.1	175	353	2.5	trees and lianas	NA	1052	carajas	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
9.77	-84.53	0.1	153	345	2.5	trees and lianas	NA	1053	carara	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-24.25	-46.93	0.1	149	451	2.5	trees and lianas	NA	1054	carlosbo	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
4.58	-73.67	0.1	47	278	2.5	trees and lianas	NA	1055	carpanta	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
46.83	-73.75	0.1	20	118	2.5	trees and lianas	NA	1056	cary	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
39.77	-86.15	0.1	25	175	2.5	trees and lianas	NA	1057	cedarblu	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
4.75	-75.55	0.1	141	549	2.5	trees and lianas	NA	1058	cedral	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-0.58	-79.33	0.1	140	412	2.5	trees and lianas	NA	1059	centinel	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
0.83	-66.18	0.1	95	387	2.5	trees and lianas	NA	1060	ceroneb1	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
0.83	-66.18	0.1	81	394	2.5	trees and lianas	NA	1061	ceroneb2	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-4.58	-79.53	0.1	56	390	2.5	trees and lianas	NA	1062	cerroayp	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
13	-85.92	0.1	68	215	2.5	trees and lianas	NA	1063	cerroelp	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
10.47	-72.83	0.1	77	359	2.5	trees and lianas	NA	1064	cerroesp	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
12.3	-85.4	0.1	96	297	2.5	trees and lianas	NA	1065	cerroolu	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
19.5	-105.05	0.1	89	396	2.5	trees and lianas	NA	1066	chamela1	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
19.5	-105.05	0.1	87	507	2.5	trees and lianas	NA	1067	chamela2	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
19.5	-105.05	0.1	102	449	2.5	trees and lianas	NA	1068	chamela3	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-14.57	-68.47	0.1	81	463	2.5	trees and lianas	NA	1069	chaquima	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
35.15	140.15	0.1	47	336	2.5	trees and lianas	NA	1070	chiba	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-5.42	-78.88	0.1	101	363	2.5	trees and lianas	NA	1071	chirinos	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-11.85	-71.32	0.1	169	356	2.5	trees and lianas	NA	1072	cochacas	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
9.97	-75.17	0.1	121	492	2.5	trees and lianas	NA	1073	colorado	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
9.515	-75.371	0.1	111	315	2.5	trees and lianas	NA	1074	colosoi	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-4.25	-72.75	0.1	233	366	2.5	trees and lianas	NA	1075	constanc	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-3.48	-78.23	0.1	170	411	2.5	trees and lianas	NA	1076	cuangos	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
11.09194	-73.47	0.1	92	294	2.5	trees and lianas	NA	1077	cueva	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
6.67	-76.5	0.1	126	357	2.5	trees and lianas	NA	1078	cuevas	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
39.0166	-91	0.1	29	231	2.5	trees and lianas	NA	1079	cuivre	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
8.98	-79.55	0.1	85	272	2.5	trees and lianas	NA	1080	curundu	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-18.75	-62.3	0.1	51	366	2.5	trees and lianas	NA	1081	curuyuqr	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-6.17	-78.67	0.1	120	447	2.5	trees and lianas	NA	1082	cutervo	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-4.53	-79.73	0.1	54	328	2.5	trees and lianas	NA	1083	cuyas	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-12.583	-69.15	0.1	168	357	2.5	trees and lianas	NA	1084	cuzcoama	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-17.08333	145.57	0.1	116	359	2.5	trees and lianas	NA	1085	davies	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-3	-59.97	0.1	238	360	2.5	trees and lianas	NA	1086	ducke	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-14.63	-60.7	0.1	111	320	2.5	trees and lianas	NA	1087	encanto	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
0.9	-79.62	0.1	101	354	2.5	trees and lianas	NA	1088	esmerald	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
3.5	-76.58	0.1	133	331	2.5	trees and lianas	NA	1089	farall	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
2.27	-76.2	0.1	108	353	2.5	trees and lianas	NA	1090	fincam	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
10.8	-75.25	0.1	52	228	2.5	trees and lianas	NA	1091	galeraz	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
3.97	101.63	0.1	194	346	2.5	trees and lianas	NA	1092	genting	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
39.55	-84.72	0.1	20	119	2.5	trees and lianas	NA	1093	heustobm	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
39.55	-84.72	0.1	24	172	2.5	trees and lianas	NA	1094	heustomf	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-0.67	-77.67	0.1	162	402	2.5	trees and lianas	NA	1095	huamani	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-8.83	-75	0.1	158	377	2.5	trees and lianas	NA	1096	humboldt	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-15.92	-67.58	0.1	160	514	2.5	trees and lianas	NA	1097	incahuar	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-3.52	-73.7	0.1	223	391	2.5	trees and lianas	NA	1098	indiana	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
40.5	-95.72	0.1	25	212	2.5	trees and lianas	NA	1099	indianca	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-1.0666	-77.6	0.1	244	435	2.5	trees and lianas	NA	1100	jatunsac	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-1.1	-79.63	0.1	96	438	2.5	trees and lianas	NA	1101	jauneche	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-24.13	-55.53	0.1	87	390	2.5	trees and lianas	NA	1102	jejuimi	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-4.92	-73.75	0.1	245	411	2.5	trees and lianas	NA	1103	jenarohe	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
40.08	-79.35	0.1	15	139	2.5	trees and lianas	NA	1104	jonesmil	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
