Lat	Lon	Area_ha	S	N	min_DBH_cm	Tree_def	Notes	Numerical_ID	Plot_ID	Dataset	Ref_short	Ref_long
41.67	-78.8	0.1	13	209	2.5	trees and lianas	NA	1105	kanealle	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
11.08333	-74.01667	0.1	67	290	2.5	trees and lianas	NA	1106	kennedy	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
21.92	120.83	0.1	69	404	2.5	trees and lianas	NA	1107	kenting	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
14.33	101.83	0.1	145	338	2.5	trees and lianas	NA	1108	khaoyai	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
53.07222	-127.83	0.1	10	55	2.5	trees and lianas	NA	1109	kitlope1	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
52.2	-127.8253	0.1	9	43	2.5	trees and lianas	NA	1110	kitlope2	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
5.73	8.7	0.1	133	389	2.5	trees and lianas	NA	1111	korup	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-11.0833	-75.42	0.1	112	345	2.5	trees and lianas	NA	1112	lagenoa	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
1.13	-77.966	0.1	130	422	2.5	trees and lianas	NA	1113	laplanad	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
8.33	-74.92	0.1	160	399	2.5	trees and lianas	NA	1114	laraya	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
10.43	-84.01667	0.1	136	320	2.5	trees and lianas	NA	1115	laselva	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
19.58	-104.13	0.1	39	195	2.5	trees and lianas	NA	1116	lasjoyas	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
39.95	-79.37	0.1	14	145	2.5	trees and lianas	NA	1117	laurelri	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
60.67	23.92	0.1	5	152	2.5	trees and lianas	NA	1118	liesjvar	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-19.3	-40.06667	0.1	220	431	2.5	trees and lianas	NA	1119	linhares	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
18.18	-65.83	0.1	42	210	2.5	trees and lianas	NA	1120	luquillo	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
9.1	-79.6	0.1	131	356	2.5	trees and lianas	NA	1121	madden	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-13.58	-68.77	0.1	198	413	2.5	trees and lianas	NA	1122	madidi	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-13.58	-68.77	0.1	176	462	2.5	trees and lianas	NA	1123	madidiri	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
10.4	-84.05	0.1	148	361	2.5	trees and lianas	NA	1124	magsasay	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
0.57	12.87	0.1	138	331	2.5	trees and lianas	NA	1125	makokou1	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
0.57	12.87	0.1	118	309	2.5	trees and lianas	NA	1126	makokou2	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-3.13	-60.016	0.1	102	316	2.5	trees and lianas	NA	1127	manaus	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
0.1166	-78.62	0.1	137	446	2.5	trees and lianas	NA	1128	maquipuc	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
5.25	-74.83	0.1	94	337	2.5	trees and lianas	NA	1129	mariquit	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-39.5	-73.17	0.1	19	276	2.5	trees and lianas	NA	1130	martin	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-4.3	-78.67	0.1	186	402	2.5	trees and lianas	NA	1131	miazi	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-40.23	-73.3	0.1	16	334	2.5	trees and lianas	NA	1132	mirador	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-3.78	-73.5	0.1	266	477	2.5	trees and lianas	NA	1133	mishnfl	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-3.78	-73.5	0.1	195	397	2.5	trees and lianas	NA	1134	mishws	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
18.42	-66.25	0.1	47	337	2.5	trees and lianas	NA	1135	mogote	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
43.17	-77.62	0.1	18	117	2.5	trees and lianas	NA	1136	montgome	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
15.33	-92.2	0.1	16	107	2.5	trees and lianas	NA	1137	motozint	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
4.083333	9	0.1	124	332	2.5	trees and lianas	NA	1138	mtcam	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
45.62	-73.58	0.1	12	152	2.5	trees and lianas	NA	1139	mtsthila	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
11.6	76.53	0.1	15	81	2.5	trees and lianas	NA	1140	mudumal1	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
11.6	76.53	0.1	19	46	2.5	trees and lianas	NA	1141	mudumal2	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
6.58	-76.83	0.1	179	327	2.5	trees and lianas	NA	1142	murri	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
11.45	76.38	0.1	106	241	2.5	trees and lianas	NA	1143	nadugani	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
22	120.83	0.1	85	665	2.5	trees and lianas	NA	1144	nanjensh	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
2.37	16.15	0.1	96	360	2.5	trees and lianas	NA	1145	ndakani	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
2.37	16.32	0.1	122	383	2.5	trees and lianas	NA	1146	ndakanni	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-22.17	166.83	0.1	172	654	2.5	trees and lianas	NA	1147	newcaldo	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-15.5	49.77	0.1	210	801	2.5	trees and lianas	NA	1148	nosymang	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-10.65	-66.77	0.1	149	358	2.5	trees and lianas	NA	1149	nuevomun	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
39.033	-77.033	0.1	20	188	2.5	trees and lianas	NA	1150	nwbranch	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
7	5	0.1	72	380	2.5	trees and lianas	NA	1151	omofor	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
8.55	-83.636	0.1	144	298	2.5	trees and lianas	NA	1152	osasiren	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
17.13	122.52	0.1	144	330	2.5	trees and lianas	NA	1153	palanan	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-24.58	-64.7	0.1	41	190	2.5	trees and lianas	NA	1154	parqueer	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
3	102.33	0.1	210	378	2.5	trees and lianas	NA	1155	pasoh30	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
3	102.33	0.1	221	381	2.5	trees and lianas	NA	1156	pasoh40	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-18.92	48.42	0.1	214	726	2.5	trees and lianas	NA	1157	perinet	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-1.6	-80.7	0.1	69	285	2.5	trees and lianas	NA	1158	perromue	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-14.63	-62.62	0.1	116	445	2.5	trees and lianas	NA	1159	persever	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
9.17	-79.75	0.1	161	397	2.5	trees and lianas	NA	1160	pipeline	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
38.08	-76.57	0.1	25	149	2.5	trees and lianas	NA	1161	potomac	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
13.35	-81.37	0.1	65	449	2.5	trees and lianas	NA	1162	providen	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-6.83	39.08	0.1	88	435	2.5	trees and lianas	NA	1163	pugu	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-40.72	-72.3	0.1	16	336	2.5	trees and lianas	NA	1164	puyehue	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-18.33	-59.5	0.1	83	395	2.5	trees and lianas	NA	1165	quiapaca	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
19.73	-104.25	0.1	47	221	2.5	trees and lianas	NA	1166	quinceoc	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
8.7	-83.55	0.1	124	267	2.5	trees and lianas	NA	1167	ranchoqu	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-27	-58	0.1	47	479	2.5	trees and lianas	NA	1168	riachuel	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-12.83	-68.83	0.1	135	367	2.5	trees and lianas	NA	1169	rioheath	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
7.5	-76.0833	0.1	220	417	2.5	trees and lianas	NA	1170	riomanso	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-9.83	-65.67	0.1	169	331	2.5	trees and lianas	NA	1171	rionegro	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-0.57	-79.33	0.1	119	300	2.5	trees and lianas	NA	1172	riopal1	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-0.57	-79.33	0.1	122	327	2.5	trees and lianas	NA	1173	riopal2	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-13.35	-69.67	0.1	200	381	2.5	trees and lianas	NA	1174	riotavar	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
60.53	22.47	0.1	10	232	2.5	trees and lianas	NA	1175	ruissalo	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
10.5	-72.92	0.1	52	338	2.5	trees and lianas	NA	1176	sabanaru	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-16.3	-67.8	0.1	100	550	2.5	trees and lianas	NA	1177	sacram	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
14.5	102	0.1	37	132	2.5	trees and lianas	NA	1178	sakaera2	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
14.5	102	0.1	81	404	2.5	trees and lianas	NA	1179	sakaerat	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
-24.67	-64.5	0.1	25	197	2.5	trees and lianas	NA	1180	salta	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
29.68	-82.43	0.1	19	192	2.5	trees and lianas	NA	1181	sanfelas	Gentry	Phillips & Miller 2002	Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.
