"Dataset","Loc_ID","Lat","Lon","Area_km","S","N","min_DBH_cm","GPP","ET","ANN_T","WARM_T","ISO_T","MIN_P","P_SEAS","ALT_DIF","ISLAND","HABITAT","REALM","REALM_PK","DAT_TYPE"
"Western_Ghats","BSP7",14.94861,74.70972,0.01,14,201,10,12442,10905.25,24.9,27.4,57,2,145,56,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP70",13.41806,75.22361,0.01,64,1040,10,16889,13658.25,23.4,25.7,58,11,140,101,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP71",13.50583,75.10778,0.01,84,708,10,22848,12666.8330078125,23.5,25.7,58,10,144,85,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP72",13.50278,75.21667,0.01,80,866,10,15798,12171.1669921875,23.5,25.8,58,10,141,73,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP73",13.52361,75.07389,0.01,72,1894,10,22327,12830.1669921875,23.7,25.9,58,9,145,319,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP74",13.50361,75.01556,0.01,57,1378,10,24040,13652.4169921875,26.9,28.9,60,4,135,56,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP75",13.71556,74.99861,0.01,46,428,10,21673,13453.6669921875,24.5,26.7,58,3,147,327,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP76",13.72917,75.03278,0.01,61,273,10,15133,12914.1669921875,23.9,26.1,58,5,149,170,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP78",14.23,74.84361,0.01,59,510,10,13367,11261.4169921875,24,26.3,58,2,153,156,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP79",14.25278,74.7875,0.01,93,1404,10,15013,14843.4169921875,24.4,26.5,59,1,153,107,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP8",14.94583,74.70417,0.01,27,341,10,13248,11765.6669921875,24.9,27.3,57,2,146,55,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP80",14.27,74.75694,0.01,73,1371,10,20960,13776.25,24.1,26.2,59,1,153,222,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP82",14.255,74.76889,0.01,64,930,10,20972,13714,24.5,26.6,59,1,153,81,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP83",14.275,74.73278,0.01,62,1277,10,21332,13677.5830078125,25.3,27.4,59,1,149,238,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP84",14.25083,74.66556,0.01,81,1180,10,22544,14012.6669921875,26.9,28.6,62,1,141,99,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP85",15.02611,74.77833,0.01,35,476,10,13135,11950.5830078125,25,27.6,57,3,135,36,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP86",14.89306,74.78278,0.01,27,610,10,20540,12435.5830078125,25.3,27.8,57,2,143,53,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP87",14.81056,75.01833,0.01,27,512,10,12852,12503.5,24.8,27.5,56,3,122,37,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP88",14.52167,74.55694,0.01,58,1136,10,21417,13559.25,26.2,28.1,60,1,141,188,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP89",14.94667,74.36444,0.01,53,1100,10,22217,14057.6669921875,25.4,27.5,58,2,145,313,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP9",14.97361,74.70417,0.01,39,501,10,11994,9192.9169921875,24.9,27.4,57,2,144,46,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP90",15.12056,74.31389,0.01,44,957,10,22752,14471.25,24.1,26.4,57,3,149,74,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP91",15.24278,74.29111,0.01,44,1085,10,22582,14276.75,24.3,26.6,56,4,149,125,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP92",14.56417,74.56222,0.01,54,534,10,21416,13466.25,25.3,27.4,59,1,146,351,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP93",14.78889,74.14583,0.01,39,203,10,17403,16100.75,26.4,28.1,61,1,137,239,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP94",14.27694,74.73833,0.01,68,578,10,21339,13700.0830078125,23.9,26,59,1,153,232,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP95",13.73889,75.48667,0.01,23,971,10,14656,12642.9169921875,24.3,27,55,9,121,49,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP96",13.97417,75.10194,0.01,34,462,10,14260,13280.25,24.2,26.7,57,4,143,42,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP97",13.43722,75.64889,0.01,33,232,10,23024,11740.1669921875,23.2,25.8,56,12,115,84,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP98",14.22167,74.76111,0.01,80,750,10,15201,15231.75,24.2,26.4,59,1,153,183,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP99",14.04333,74.71167,0.01,72,1022,10,21313,13486.4169921875,24.9,26.8,60,1,147,291,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"CTFS","Ituri",1.4368,28.5826,0.4,278,15914,10,28228,14177.6669921875,24.3,24.8,85,233,29,41,0,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot"
"CTFS","Korup",5.0738,8.8547,0.5,307,24591,10,19382,12513.4169921875,25.1,26,78,151,58,178,0,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot"
"CTFS","BukitTimah",1.3539,103.7783,0.02,160,843,10,24320,14767.1669921875,26.5,26.8,87,486,22,147,1,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"CTFS","Pasoh",2.982,102.313,0.5,678,26554,10,24469,11244.0830078125,26.4,27,85,324,30,37,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"CTFS","Lambir",4.1865,114.017,0.52,1008,32662,10,26827,13314.25,26.5,26.9,89,545,24,123,1,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"CTFS","DoiInthanon",18.5248,98.4965,0.15,112,7785,10,22671,12166.8330078125,19.7,22.1,52,43,73,88,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"CTFS","HuaiKhaKhaeng",15.6324,99.217,0.5,217,21892,10,23425,12611.0830078125,24.8,27,54,24,81,65,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"CTFS","KhaoChong",7.54347,99.798,0.24,441,12003,10,25912,11991.5,26.9,27.9,71,182,50,119,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"CTFS","Palanan",17.04,122.39,0.16,262,8593,10,33633,12769.6669921875,26.5,28.3,63,264,63,84,1,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"CTFS","Sinharaja",6.4023,80.4023,0.25,167,16937,10,21698,10628.5830078125,23.6,24.3,73,612,31,278,1,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"CTFS","Mudumalai",11.5989,76.5338,0.5,63,14922,10,21789,9775.0830078125,22.3,24.4,59,20,92,100,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"CTFS","Nanjenshan",22.059,120.854,0.0588,90,5932,10,29232,12593.25,22.9,25.7,50,188,91,125,1,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"CTFS","Wanang",-5.25,145.267,0.3,365,15962,10,32369,12504.8330078125,26.2,26.4,91,564,32,36,1,"Tropical and Subtropical Moist Broadleaf Forests","Australasia","Australasia","Plot"
"CTFS","Xishuangbanna",21.61,101.57,0.2,339,12331,10,27024,11696.0830078125,21.3,24.5,55,75,73,302,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"CTFS","Jianfengling",18.73,108.9,0.6,236,54731,10,29364,11971.8330078125,20.4,23.8,45,60,79,141,1,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"CTFS","Changbaishan",42.38,128.08,0.25,34,10527,10,10037,5431.66650390625,2.3,17.8,26,26,93,23,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Eastern Palearctic","Plot"
"CTFS","Gutianshan",29.25,118.12,0.24,109,18253,10,15168,7314.33349609375,15.4,25.4,25,190,54,369,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Indo-Malay","Plot"
"CTFS","Baishanzu",27.74,119.23,0.05,99,5825,10,16003,7074.91650390625,13.7,22,28,183,50,488,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"CTFS","Dinghushan",23.16,112.51,0.2,131,11920,10,21945,10146.0830078125,20.8,27.1,33,111,65,303,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"CTFS","Heishiding",23.45,111.89,0.5,148,37968,10,13309,9591.3330078125,19.1,25.6,34,110,64,246,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"CTFS","Liangshui",47.18,128.89,0.09,31,3968,10,8491,4192.83349609375,0.8,18.8,23,19,99,71,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Eastern Palearctic","Plot"
"CTFS","Tiantong",29.81,121.78,0.2,107,14607,10,22369,12329.9169921875,14.4,24.2,22,183,41,375,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"CTFS","Badagongshan",29.77,110.09,0.25,186,25763,10,12338,6510.58349609375,11.1,20.4,25,111,54,166,0,"Tropical and Subtropical Moist Broadleaf Forests","Palearctic","Indo-Malay","Plot"
"CTFS","Donlingshan",39.96,115.43,0.2,39,12742,10,6139,4359.08349609375,5.5,19.2,28,13,105,201,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Eastern Palearctic","Plot"
"CTFS","Fushan",24.76,121.56,0.25,77,19270,10,17348,7009.5,18.9,23.8,35,429,43,239,1,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"CTFS","Lienhuachih",23.91,120.88,0.25,101,16513,10,27494,11598.5830078125,19.3,23.1,44,106,80,264,1,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"CTFS","Kenting",21.97,120.8,0.1,71,9065,10,29174,12157.25,24,26.7,50,142,92,145,1,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"CTFS","MtPeitungyen",24.08,121.13,0.03,54,6244,10,17036,7466,12.6,16.2,45,223,55,433,1,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"CTFS","Zofin",48.67,14.71,0.25,7,6070,10,12957,4683.41650390625,6,14.8,32,170,31,77,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Plot"
"CTFS","Speulderbos",52.25,5.7,0.27,11,5275,10,13880,5485.25,9,15.8,33,155,15,24,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Plot"
"CTFS","BCI",9.15,-79.85,0.5,238,20881,10,25285,10335,26.5,27.5,73,132,56,124,1,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CTFS","LaPlanada",1.16,-77.99,0.25,179,14650,10,19370,41700.91796875,17.1,17.3,88,153,44,242,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CTFS","Luquillo",18.33,-65.82,0.16,86,13988,10,33734,12249,23.6,25,72,332,30,221,1,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CTFS","Yasuni",-0.69,-76.4,0.5,821,17546,10,28775,11895.5830078125,25.1,25.5,86,621,16,36,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CTFS","Sherman",9.281,-79.9747,0.06,130,3493,10,26564,10283.6669921875,26.2,26.9,76,203,53,175,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CTFS","Cocoli",8.98,-79.59,0.04,97,1084,10,11464,9675.0830078125,27,27.8,75,77,59,34,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CTFS","IlhadoCardoso",-25.1,-47.96,0.1024,103,6229,10,32338,11928.9169921875,21.3,24.9,49,303,44,155,1,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"CTFS","SCBI",38.89,-78.15,0.256,49,8536,10,15076,6290.33349609375,11.1,21.6,34,197,15,113,0,"Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot"
"CTFS","Haliburton",45.29,-78.64,0.1353,15,7658,10,8508,3510.41674804688,4.2,16.9,26,193,13,43,0,"Boreal Forests/Taiga","Nearctic","Nearctic","Plot"
"CTFS","Wabikon",45.55,-88.8,0.256,22,14081,10,8875,4755.25,4.2,17.1,28,92,41,61,0,"Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot"
"CTFS","Yosemite",37.76,-119.82,0.256,8,13516,10,12768,4976.75,7.4,15.5,45,33,77,154,0,"Temperate Conifer Forests","Nearctic","Nearctic","Plot"
"CTFS","WindRiver",45.82,-121.95,0.256,11,8327,10,15062,7245.33349609375,9.5,16.9,39,124,72,145,0,"Temperate Conifer Forests","Nearctic","Nearctic","Plot"
"CTFS","SantaCruz",37.01,-122.08,0.06,18,2337,10,21908,8634.5,13.1,17.5,58,10,91,56,0,"Mediterranean Forests, Woodlands and Scrub","Nearctic","Nearctic","Plot"
"CTFS","LillyDickeyWoods",39.23,-86.22,0.25,26,8246,10,13224,6019.66650390625,11.5,22.7,31,227,17,72,0,"Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot"
"Sullivan_tropics","Sep-01",5.86,117.93,0.01,115,416,10,28808,12271.1669921875,26.8,27.3,84,480,37,78,1,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Sullivan_tropics","Sep-02",5.85,117.93,0.01,130,686,10,29143,12201.4169921875,26.5,27,84,485,36,69,1,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Sullivan_tropics","Sep-03",5.86,117.96,0.01,74,823,10,29755,12478.25,26.7,27.3,84,472,38,106,1,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Sullivan_tropics","AND-01",4.66,114.52,0.01,256,606,10,26842,13550.0830078125,27.2,27.5,90,540,26,78,1,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Sullivan_tropics","ASN-02",6.56,-2.22,0.01,100,585,10,22290,10084.1669921875,25.9,27.2,70,101,53,42,0,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot"
"Sullivan_tropics","ASN-04",6.48,-2.17,0.01,107,511,10,23340,10894,25.7,27,70,107,52,43,0,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot"
"Sullivan_tropics","BAD-01",4.57,114.42,0.01,65,485,10,25662,12671.0830078125,27.2,27.5,89,581,24,45,1,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Sullivan_tropics","BBC-01",-14.3,-60.53,0.01,65,532,10,26150,14633.75,23,24,71,64,68,33,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Neotropic","Neotropic","Plot"
"Sullivan_tropics","BBR-14",6.71,-1.29,0.01,93,490,10,22827,10722.25,25.9,27.1,72,110,51,59,0,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot"
"Sullivan_tropics","BBR-16",6.7,-1.29,0.01,99,567,10,22183,10369.4169921875,26.1,27.3,73,112,51,49,0,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot"
"Sullivan_tropics","BBR-17",6.69,-1.28,0.01,76,455,10,22215,10310.9169921875,26.1,27.3,72,112,51,58,0,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot"
"Sullivan_tropics","BEL-01",4.53,115.17,0.01,228,537,10,26972,13473.4169921875,25.6,25.9,91,721,15,299,1,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Sullivan_tropics","BES-01",10.53,-73.29,0.01,37,308,10,24481,10274.5,23.6,24,82,71,66,281,0,"Deserts and Xeric Shrublands","Neotropic","Neotropic","Plot"
"Sullivan_tropics","BIS-01",3.3,12.48,0.01,74,343,10,23770,15512.3330078125,23.8,24.5,83,110,58,39,0,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot"
"Sullivan_tropics","BIS-02",3.29,12.48,0.01,113,515,10,24107,11079.3330078125,23.8,24.5,83,110,58,46,0,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot"
"Sullivan_tropics","BIS-03",3.22,12.49,0.01,56,336,10,22498,10689.75,23.7,24.3,83,115,57,39,0,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot"
"Sullivan_tropics","BIS-04",3.21,12.5,0.01,128,447,10,23901,11180.8330078125,23.7,24.5,83,115,57,34,0,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot"
"Sullivan_tropics","BIS-05",3.31,12.49,0.01,43,330,10,23653,15736.9169921875,23.8,24.5,84,109,58,40,0,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot"
"Sullivan_tropics","BOR-05",5.35,-1.83,0.01,93,399,10,21779,8479.25,25.9,27,73,182,50,52,0,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot"
"Sullivan_tropics","BOR-06",5.35,-1.84,0.01,94,485,10,22420,8782.0830078125,25.9,27,73,182,49,43,0,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot"
"Sullivan_tropics","CAM-01",2.36,9.93,0.01,75,411,10,21537,13969.1669921875,25.2,26,75,299,58,43,0,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot"
"Sullivan_tropics","CAM-02",2.31,9.92,0.01,75,421,10,21230,8722.4169921875,25,25.8,76,299,58,48,0,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot"
"Sullivan_tropics","CAM-03",2.42,9.9,0.01,74,405,10,19486,8342.25,25.2,26,76,299,58,33,0,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot"
"Sullivan_tropics","CAP-09",4.85,-2.04,0.01,82,490,10,22091,8781.75,25.6,26.7,69,157,67,107,0,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot"
"Sullivan_tropics","CAP-10",4.8,-2.05,0.01,103,433,10,22614,9123.6669921875,25.7,26.7,69,153,71,73,0,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot"
"Sullivan_tropics","CEB-03",-0.15,13.05,0.01,27,458,10,22262,18604.666015625,23.9,24.8,76,68,59,107,0,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot"
"Sullivan_tropics","CHO-02",-14.34,-61.16,0.01,122,544,10,26678,14338.6669921875,24.1,25.1,70,63,69,23,0,"Tropical and Subtropical Dry Broadleaf Forests","Neotropic","Neotropic","Plot"
"Sullivan_tropics","CVL-01",6.19,-8.18,0.01,96,479,10,20972,9747.0830078125,26.4,27.6,72,132,57,44,0,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot"
"Sullivan_tropics","DAN-01",4.98,117.8,0.01,107,370,10,27483,11445.5830078125,26.2,26.6,87,513,15,113,1,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Sullivan_tropics","DAN-02",4.97,117.79,0.01,100,439,10,27701,11638.75,25.4,25.7,89,516,13,120,1,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Sullivan_tropics","DAN-03",4.95,117.78,0.01,128,463,10,25777,10637.6669921875,24.4,24.7,89,517,12,126,1,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Sullivan_tropics","DJK-01",3.33,12.72,0.01,30,306,10,24235,11077.25,23.6,24.3,82,110,57,43,0,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot"
"Sullivan_tropics","DJK-03",3.36,12.72,0.01,33,347,10,23468,10696.3330078125,23.7,24.4,82,108,58,26,0,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot"
"Sullivan_tropics","DJK-04",3.36,12.73,0.01,121,473,10,24253,15533.6669921875,23.7,24.4,82,108,58,28,0,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot"
"Sullivan_tropics","DJK-05",3.32,12.76,0.01,39,372,10,22228,14803.1669921875,23.5,24.2,82,111,57,36,0,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot"
"Sullivan_tropics","DJK-06",3.33,12.76,0.01,99,430,10,23613,10652.1669921875,23.5,24.3,82,110,57,37,0,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot"
"Sullivan_tropics","DOU-01",-2.36,10.35,0.01,109,413,10,22958,12860.5,24.7,26.1,68,13,72,89,0,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot"
"Sullivan_tropics","DRA-04",5.16,-2.38,0.01,89,424,10,23610,14440.6669921875,26,27,73,195,63,41,0,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot"
"Sullivan_tropics","DRA-05",5.21,-2.44,0.01,89,421,10,22515,13896.8330078125,26.1,27.1,73,195,63,48,0,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot"
"Sullivan_tropics","DZS-03",2.89,16.19,0.01,62,316,10,12506,3726.5,25.1,25.8,78,138,43,47,0,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot"
"Sullivan_tropics","EDO-01",1.56,28.52,0.01,73,478,10,27637,13897.8330078125,24.2,24.9,83,234,30,34,0,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot"
"Sullivan_tropics","EJA-04",5.75,8.99,0.01,72,545,10,19898,8693.9169921875,26.4,27.5,73,102,67,29,0,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot"
"Sullivan_tropics","EKO-01",0.38,13.1,0.01,77,428,10,23594,10026.75,23.7,24.6,75,91,59,52,0,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot"
