"Dataset","Loc_ID","Lat","Lon","Area_km","S","N","min_DBH_cm","GPP","ET","ANN_T","WARM_T","ISO_T","MIN_P","P_SEAS","ALT_DIF","ISLAND","HABITAT","REALM","REALM_PK","DAT_TYPE"
"Gentry","riomanso",7.5,-76.0833,0.001,220,417,2.5,23908,9336.0830078125,25.1,25.6,84,212,46,168,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"Gentry","rionegro",-9.83,-65.67,0.001,169,331,2.5,25386,12580.1669921875,26.3,27.1,73,49,69,27,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"Gentry","riopal1",-0.57,-79.33,0.001,119,300,2.5,28392,38374.5,24,25.1,75,139,82,191,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"Gentry","riotavar",-13.35,-69.67,0.001,200,381,2.5,33925,13546.3330078125,24.7,25.6,74,416,46,35,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"Gentry","ruissalo",60.53,22.47,0.001,10,232,2.5,9542,2341.5,4.9,15.5,24,110,27,27,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Plot"
"Gentry","sabanaru",10.5,-72.92,0.001,52,338,2.5,25338,10742.8330078125,14.5,15.1,81,180,59,296,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"Gentry","sacram",-16.3,-67.8,0.001,100,550,2.5,28059,7462.33349609375,16.1,17.1,74,52,73,650,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"Gentry","sakaera2",14.5,102,0.001,37,132,2.5,10215,6326.91650390625,26.4,28.4,57,35,78,22,0,"Tropical and Subtropical Dry Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Gentry","salta",-24.67,-64.5,0.001,25,197,2.5,30127,11666.9169921875,17.6,22.1,53,12,96,427,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"Gentry","santacru",-17.77,-63.06667,0.001,63,180,2.5,22740,12910.5830078125,24.4,26.5,63,154,48,13,0,"Tropical and Subtropical Dry Broadleaf Forests","Neotropic","Neotropic","Plot"
"Gentry","santotom",4.92,-74.83,0.001,76,382,2.5,27374,12633.5830078125,27.1,27.5,86,197,46,115,0,"Tropical and Subtropical Dry Broadleaf Forests","Neotropic","Neotropic","Plot"
"Gentry","saul",3.63,-53.2,0.001,149,324,2.5,25088,12253.5,24.4,25,75,261,42,84,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"Gentry","semengoh",1.3895,110.296,0.001,224,474,2.5,25130,11330.0830078125,26.7,27.2,88,619,36,55,1,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Gentry","shiringa",-10.33,-75.17,0.001,191,366,2.5,33757,11549.4169921875,23.5,23.9,82,290,45,326,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"Gentry","sierraro",22.83,-83,0.001,47,283,2.5,35215,13231.5,24,26.3,61,194,47,180,1,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"Gentry","suderhac",54.6,9.28,0.001,15,188,2.5,11626,4383,8.1,15.5,28,143,24,7,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Plot"
"Gentry","tambupl",-12.82,-69.72,0.001,131,336,2.5,34328,14268.5,25,25.9,74,345,48,27,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"Gentry","tarapoto",-6.58,-76.42,0.001,102,471,2.5,23358,13482.9169921875,25.5,25.9,87,191,27,123,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"Gentry","tayrona",11.33,-74.0333,0.001,68,326,2.5,29492,13230.9169921875,26.6,27.3,82,40,74,346,0,"Deserts and Xeric Shrublands","Neotropic","Neotropic","Plot"
"Gentry","tidroute",41.7,-79.4,0.001,20,94,2.5,12130,5030.58349609375,7.6,18.6,32,220,17,133,0,"Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot"
"Gentry","tutunend",5.77,-76.58,0.001,274,521,2.5,23044,22123.333984375,26.6,26.8,92,1418,15,61,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"Gentry","tuxtlas",18.58,-95.13,0.001,102,323,2.5,28669,12849.6669921875,21.9,24,57,198,65,173,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"Gentry","tysongla",38.5,-90.52,0.001,26,165,2.5,10055,6195.25,12.5,24.1,32,186,19,56,0,"Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot"
"Gentry","ucumari",4,-75.5,0.001,110,550,2.5,25386,11114.5830078125,17.1,17.2,92,337,34,594,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"Gentry","valleyvi",38.25,-90.62,0.001,23,189,2.5,10263,6256.91650390625,12.4,23.7,34,192,18,43,0,"Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot"
"Gentry","varirata",-9.5,147.5,0.001,210,474,2.5,11039,7600.5,23.9,24.9,77,381,31,40,1,"Tropical and Subtropical Moist Broadleaf Forests","Australasia","Australasia","Plot"
"Gentry","vencer",-5.75,-77.67,0.001,164,471,2.5,28900,15266.5830078125,18.4,19,79,201,23,368,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"Gentry","yanaigua",-19.7,-62.1,0.001,32,360,2.5,11609,2789.33325195312,24.7,27.6,62,26,60,10,0,"Tropical and Subtropical Dry Broadleaf Forests","Neotropic","Neotropic","Plot"
"Gentry","yanamtah",-3.47,-72.83,0.001,164,356,2.5,26754,12294.4169921875,26.3,26.9,84,533,20,16,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"Phillips_Peru","CAG-01",-12,-69.1,0.001,93,229,2.5,32570,12681.4169921875,24.9,25.9,69,152,54,31,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"Phillips_Peru","CAG-05",-12.1,-69.1,0.001,92,211,2.5,33811,13519.75,25.1,26.1,70,157,54,43,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"Phillips_Peru","CAG-06",-12.1,-69.2,0.001,83,235,2.5,33237,13098.75,25,25.9,70,166,54,24,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"Phillips_Peru","CAG-07",-12.2,-69.1,0.001,67,134,2.5,33401,13276.75,25.1,26,71,163,54,35,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"Phillips_Peru","CAG-10",-12.2,-69,0.001,66,224,2.5,33045,13237.0830078125,25.2,26.1,70,156,55,42,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"Phillips_Peru","CBP-01",-12.4,-69.3,0.001,81,227,2.5,33259,13230.3330078125,25.1,26,72,193,53,51,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"Phillips_Peru","CJC-04",-12.7,-69.1,0.001,65,184,2.5,33820,13414.8330078125,25.4,26.4,74,190,55,26,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"Phillips_Peru","CJC-06",-12.6,-69.1,0.001,86,270,2.5,14659,3507.91674804688,25.6,26.5,73,180,55,25,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"Phillips_Peru","CJC-09",-12.7,-69.2,0.001,104,383,2.5,32725,12279.4169921875,25.5,26.5,73,198,54,54,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"Phillips_Peru","CLS-01",-12.6,-69,0.001,81,229,2.5,33613,13551.3330078125,25.4,26.4,72,175,55,26,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"Phillips_Peru","CLT-01",-12.8,-69.4,0.001,119,233,2.5,33180,13504.8330078125,25.2,26.2,74,255,51,24,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"Phillips_Peru","CLT-02",-12.8,-69.3,0.001,122,269,2.5,33696,13288.5830078125,25.3,26.3,74,234,52,35,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"Phillips_Peru","CLT-06",-12.9,-69.3,0.001,93,253,2.5,34687,14225.9169921875,25.2,26.2,74,252,52,27,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"Phillips_Peru","CLV-01",-12.4,-68.8,0.001,113,271,2.5,32825,13334.6669921875,25.6,26.6,71,157,56,27,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"Phillips_Peru","CLV-03",-12.4,-68.9,0.001,89,315,2.5,33352,13307.3330078125,25.3,26.2,71,161,55,16,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"Phillips_Peru","CLV-06",-12.5,-68.8,0.001,82,357,2.5,32774,13431.0830078125,25.6,26.5,72,162,55,18,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"Phillips_Peru","CNS-01",-12.6,-68.7,0.001,73,248,2.5,33167,13371.4169921875,25.5,26.5,72,166,55,18,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Neotropic","Neotropic","Plot"
"Phillips_Peru","CNS-09",-12.6,-68.8,0.001,75,261,2.5,33079,13492.3330078125,25.5,26.4,71,169,55,27,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"Phillips_Peru","CNT-01",-12.5,-69.4,0.001,96,223,2.5,33908,13421.75,25.4,26.3,73,214,52,78,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"Phillips_Peru","CNT-07",-12.5,-69.5,0.001,98,215,2.5,33542,12906.75,25,25.9,73,238,51,41,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"Phillips_Peru","CPA-01",-12.5,-69.2,0.001,97,262,2.5,34273,13763.75,25.5,26.3,72,182,54,31,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"Phillips_Peru","CPR-01",-12.5,-68.7,0.001,80,242,2.5,33443,13874.5,25.6,26.6,71,159,56,23,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"Phillips_Peru","PBS-01",-12.7,-68.7,0.001,98,292,2.5,33564,13561,25.5,26.5,72,173,55,30,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Neotropic","Neotropic","Plot"
"Phillips_Peru","PBS-02",-12.7,-68.8,0.001,73,207,2.5,33613,13584.6669921875,25.5,26.5,71,176,55,28,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"Popradit_Thailand","Popradit_N1",16.9573992312611,102.465742195823,0.0025,32,130,1,16590,13412.5830078125,26.3,28.9,52,23,85,63,0,"Tropical and Subtropical Dry Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Popradit_Thailand","Popradit_N2",16.9591885955407,102.467276099914,0.0025,56,258,1,11657,8546.25,25.9,28.4,52,23,84,88,0,"Tropical and Subtropical Dry Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Popradit_Thailand","Popradit_N2",16.966620105033,102.469297535673,0.0025,77,511,1,11657,8546.25,25.9,28.4,52,23,84,73,0,"Tropical and Subtropical Dry Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Popradit_Thailand","Popradit_E1",16.9363241257004,102.478636605235,0.0025,35,241,1,15695,12174.1669921875,26.2,28.7,52,23,84,70,0,"Tropical and Subtropical Dry Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Popradit_Thailand","Popradit_E2",16.9370651205961,102.480128162455,0.0025,50,302,1,15695,12174.1669921875,26.2,28.7,52,23,84,70,0,"Tropical and Subtropical Dry Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Popradit_Thailand","Popradit_E3",16.935200686312,102.476164856526,0.0025,51,411,1,15695,12174.1669921875,26.2,28.7,52,23,84,70,0,"Tropical and Subtropical Dry Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Popradit_Thailand","Popradit_W1",16.9476957896726,102.450284891992,0.0025,42,326,1,15822,11957.0830078125,26.4,28.9,52,23,85,23,0,"Tropical and Subtropical Dry Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Popradit_Thailand","Popradit_W2",16.9503668478278,102.447921525071,0.0025,62,545,1,17145,14829.5830078125,26.1,28.7,51,23,84,102,0,"Tropical and Subtropical Dry Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Popradit_Thailand","Popradit_W3",16.9478566864449,102.446538384474,0.0025,60,435,1,17046,14332.1669921875,26.4,28.9,52,23,84,99,0,"Tropical and Subtropical Dry Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Popradit_Thailand","Popradit_S1",16.9067423616099,102.458126500646,0.0025,39,295,1,17571,15017.4169921875,26.4,28.9,52,24,84,105,0,"Tropical and Subtropical Dry Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Popradit_Thailand","Popradit_S2",16.9045985268143,102.457141970384,0.0025,48,316,1,17571,15017.4169921875,26.4,28.9,52,24,84,105,0,"Tropical and Subtropical Dry Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Popradit_Thailand","Popradit_S3",16.9007660262242,102.458366126195,0.0025,41,474,1,17499,15338.1669921875,26.2,28.7,52,23,84,130,0,"Tropical and Subtropical Dry Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP1",14.36806,74.91944,0.01,75,573,10,9599,5545.58349609375,24.4,26.9,57,2,151,32,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP10",14.94722,74.69861,0.01,58,752,10,12152,9961.5830078125,24.8,27.3,57,2,146,38,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP100",13.54722,75.82,0.01,40,508,10,9547,6375.91650390625,22.6,25.4,56,8,87,172,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP101",13.72639,75.43444,0.01,49,444,10,22125,12377.9169921875,24,26.7,55,10,127,162,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP102",13.92361,74.88833,0.01,65,571,10,21357,13417.1669921875,24,26.2,58,2,151,113,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP104",13.87,74.90917,0.01,90,1049,10,14435,13116.3330078125,23.6,25.8,58,3,151,178,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP11",14.92083,74.70694,0.01,72,1302,10,13581,11962.4169921875,24.9,27.4,57,2,147,53,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP12",14.98611,74.68472,0.01,67,1185,10,14152,13690.8330078125,24.8,27.3,57,3,144,49,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP13",14.91389,74.25278,0.01,47,494,10,14183,12141,27.4,29.3,59,1,134,77,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP14",14.905,74.30667,0.01,39,350,10,12854,9593.9169921875,27.4,29.2,60,1,133,28,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP15",14.92639,74.20417,0.01,56,577,10,23626,14025.25,26.8,28.7,60,1,136,145,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP16",14.90972,74.25278,0.01,68,887,10,14183,12141,27.4,29.3,59,1,134,77,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP17",14.91528,74.30667,0.01,46,444,10,16942,16184.6669921875,27.3,29.2,60,1,134,106,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP18",14.93056,74.20417,0.01,62,1037,10,23626,14025.25,26.8,28.7,60,1,136,145,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP2",14.375,74.94028,0.01,22,98,10,11378,8708.75,24.5,27,57,2,150,28,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP20",15.17222,74.67361,0.01,29,306,10,18277,9239.25,25.5,28,57,4,131,49,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP21",15.17167,74.67222,0.01,25,271,10,18277,9239.25,25.5,28,57,4,131,49,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP22",15.16667,74.64722,0.01,28,468,10,13246,13308.5830078125,25.3,27.8,57,4,134,29,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP23",15.1875,74.64861,0.01,28,564,10,9484,7240.91650390625,25.1,27.7,57,5,133,58,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP24",15.20333,74.64722,0.01,26,468,10,13788,12884.1669921875,25.3,27.9,57,5,131,46,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP25",15.16667,74.62778,0.01,25,563,10,15038,14969.8330078125,25.1,27.6,57,4,135,120,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP26",14.24639,74.66528,0.01,54,423,10,14115,12727.6669921875,27,28.8,62,1,141,101,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP27",14.24444,74.61306,0.01,63,451,10,21708,13528.9169921875,27.1,28.8,61,1,139,136,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP28",14.24944,74.63667,0.01,36,232,10,14299,13562.5,27.1,28.9,62,1,140,79,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP29",14.24972,74.66194,0.01,56,534,10,14115,12727.6669921875,27,28.8,62,1,141,101,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP3",14.39167,74.94861,0.01,33,214,10,12503,10222.5,24.5,27,57,2,149,44,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP30",14.24528,74.66806,0.01,64,552,10,21308,13521.5,27,28.9,61,1,141,79,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP31",14.25361,74.66944,0.01,64,946,10,21591,13434.3330078125,26.9,28.8,61,1,142,105,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP33",14.38194,75.145,0.01,22,104,10,7346,4074,24.5,27.2,56,6,130,22,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP34",14.28333,75.11806,0.01,28,244,10,7719,4371.66650390625,24.4,27,56,5,134,39,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP35",14.28389,75.13583,0.01,40,351,10,13331,11991.0830078125,24.2,26.8,56,5,132,35,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP36",14.28194,75.11694,0.01,77,738,10,7719,4371.66650390625,24.4,27,56,5,134,49,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP37",14.46222,75.07361,0.01,65,992,10,13421,12229.3330078125,24.3,27,56,4,139,42,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP4",14.425,74.87222,0.01,37,970,10,12525,10599.8330078125,24.4,26.8,57,2,151,44,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP41",14.37833,75.06806,0.01,72,1162,10,12729,10249.3330078125,24.5,27.1,56,5,140,50,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP42",14.35417,75.10139,0.01,59,739,10,14075,12688.8330078125,24.3,26.9,56,5,136,48,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP43",14.28722,75.08611,0.01,69,423,10,13451,12003.9169921875,24.2,26.8,56,5,138,60,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP44",14.31333,75.20222,0.01,25,348,10,12453,10098.0830078125,24.3,26.9,56,6,121,30,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP45",14.28,75.09417,0.01,37,497,10,12667,10403.5,24.1,26.8,56,5,137,49,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP46",14.40694,75.30222,0.01,39,263,10,8004,5623.83349609375,24.6,27.4,55,7,106,34,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP47",14.44583,75.30806,0.01,38,237,10,8648,5415.25,24.6,27.4,56,7,106,45,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP48",14.34861,75.17222,0.01,32,190,10,7976,4593,24.4,27,56,6,127,43,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP49",14.40056,75.15139,0.01,30,415,10,8722,5441.08349609375,24.7,27.4,56,6,129,27,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP5",14.38889,75.02778,0.01,74,930,10,13313,11870.25,24.5,27.1,57,4,145,52,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP50",14.33083,75.20583,0.01,25,491,10,14461,13420.0830078125,24.2,27,56,6,122,29,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP51",14.32694,75.19667,0.01,23,512,10,9034,5516.16650390625,24.3,27,56,6,123,40,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP52",14.19444,75.06167,0.01,30,125,10,12295,10263,24.3,26.7,57,4,140,41,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP53",14.15944,75.06444,0.01,45,319,10,12081,10821.3330078125,24.3,26.8,56,4,141,32,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP54",14.07639,75.26667,0.01,26,434,10,14085,13136.9169921875,23.5,26.2,56,4,127,148,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP55",14.0875,75.28639,0.01,30,300,10,13296,12506.6669921875,23.9,26.7,55,3,123,131,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP56",14.32278,75.2875,0.01,14,130,10,9251,5390.91650390625,24.5,27.3,56,7,108,21,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP57",14.065,75.02083,0.01,51,547,10,13244,11334.3330078125,24,26.4,57,3,146,48,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP58",14.02167,75.18861,0.01,37,520,10,12582,10320.8330078125,24.1,26.7,56,3,137,48,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP59",13.86333,75.39111,0.01,63,371,10,21175,12372.9169921875,23.2,25.9,55,6,127,178,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP6",14.43056,74.79444,0.01,83,1163,10,14173,13499.9169921875,24.8,27.1,58,1,151,95,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP60",14.21028,75.40361,0.01,36,539,10,9989,5369,24.3,27.2,55,5,102,170,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP61",14.00111,75.58,0.01,25,240,10,9734,7393.83349609375,24.6,27.7,54,5,97,31,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP62",14.18889,75.42167,0.01,48,767,10,9468,5615.08349609375,24.4,27.3,55,5,100,43,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP63",14.06667,75.54389,0.01,32,433,10,10469,7899,24.5,27.5,54,5,95,84,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP64",14.08278,75.2025,0.01,34,627,10,7584,4307,24.2,26.9,56,2,133,39,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP65",13.25222,75.16,0.01,50,1577,10,25041,12538.5830078125,21.1,23.3,56,13,138,195,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP66",13.25,75.1625,0.01,34,683,10,24124,12064.0830078125,21,23.1,57,13,138,195,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP67",13.23278,75.17917,0.01,57,968,10,17727,14085,21.9,24,58,12,139,120,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP68",13.22833,75.18,0.01,32,229,10,17727,14085,21.9,24,58,12,139,120,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Western_Ghats","BSP69",13.53611,75.09944,0.01,85,1194,10,22740,12613.8330078125,23.4,25.6,58,10,145,67,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
